en,fr,it,de,es,ko,kana
Glameow,Chaglam,Glameow,Charmian,Glameow,나옹마,ニャルマー
Gligar,Scorplane,Gligar,Skorgla,Gligar,글라이거,グライガー
Gliscor,Scorvol,Gliscor,Skorgro,Gliscor,글라이온,グライオン
Gloom,Ortide,Gloom,Duflor,Gloom,냄새꼬,クサイハナ
Gogoat,Chevroum,Gogoat,Chevrumm,Gogoat,고고트,ゴーゴート
Golbat,Nosferalto,Golbat,Golbat,Golbat,골뱃,ゴルバット
Goldeen,Poissirène,Goldeen,Goldini,Goldeen,콘치,トサキント
Golduck,Akwakwak,Golduck,Entoron,Golduck,골덕,ゴルダック
Golem,Grolem,Golem,Geowaz,Golem,딱구리,ゴローニャ
Golem,Grolem,Golem,Geowaz,Golem,딱구리,ゴローニャ
Golett,Gringolem,Golett,Golbit,Golett,골비람,ゴビット
Golisopod,Sarmuraï,Golisopod,Tectass,Golisopod,갑주무사,グソクムシャ
Golurk,Golemastoc,Golurk,Golgantes,Golurk,골루그,ゴルーグ
Goodra,Muplodocus,Goodra,Viscogon,Goodra,미끄래곤,ヌメルゴン
Goomy,Mucuscule,Goomy,Viscora,Goomy,미끄메라,ヌメラ
Gorebyss,Rosabyss,Gorebyss,Saganabyss,Gorebyss,분홍장이,サクラビス
Gothita,Scrutella,Gothita,Mollimorba,Gothita,고디탱,ゴチム
Gothitelle,Sidérella,Gothitelle,Morbitesse,Gothitelle,고디모아젤,ゴチルゼル
Gothorita,Mesmérella,Gothorita,Hypnomorba,Gothorita,고디보미,ゴチミル
Gourgeist,Banshitrouye,Gourgeist,Pumpdjinn,Gourgeist,펌킨인,パンプジン
Gourgeist,Banshitrouye,Gourgeist,Pumpdjinn,Gourgeist,펌킨인,パンプジン
Gourgeist,Banshitrouye,Gourgeist,Pumpdjinn,Gourgeist,펌킨인,パンプジン
Gourgeist,Banshitrouye,Gourgeist,Pumpdjinn,Gourgeist,펌킨인,パンプジン
Granbull,Granbull,Granbull,Granbull,Granbull,그랑블루,グランブル
Graveler,Gravalanch,Graveler,Georok,Graveler,데구리,ゴローン
Graveler,Gravalanch,Graveler,Georok,Graveler,데구리,ゴローン
Graveler,Gravalanch,Graveler,Georok,Graveler,데구리,ゴローン
Greninja,Amphinobi,Greninja,Quajutsu,Greninja,개굴닌자,ゲッコウガ
Greninja,Amphinobi,Greninja,Quajutsu,Greninja,개굴닌자,ゲッコウガ
Grimer,Tadmorv,Grimer,Sleima,Grimer,질퍽이,ベトベター
Grimer,Tadmorv,Grimer,Sleima,Grimer,질퍽이,ベトベター
Grotle,Boskara,Grotle,Chelcarain,Grotle,수풀부기,ハヤシガメ
Groudon,Groudon,Groudon,Groudon,Groudon,그란돈,グラードン
Groudon,Groudon,Groudon,Groudon,Groudon,그란돈,グラードン
Grovyle,Massko,Grovyle,Reptain,Grovyle,나무돌이,ジュプトル
Growlithe,Caninos,Growlithe,Fukano,Growlithe,가디,ガーディ
Grubbin,Larvibule,Grubbin,Mabula,Grubbin,턱지충이,アゴジムシ
Grumpig,Groret,Grumpig,Groink,Grumpig,피그킹,ブーピッグ
Gulpin,Gloupti,Gulpin,Schluppuck,Gulpin,꼴깍몬,ゴクリン
Gumshoos,Argouste,Gumshoos,Manguspektor,Gumshoos,형사구스,デカグース
Gurdurr,Ouvrifier,Gurdurr,Strepoli,Gurdurr,토쇠골,ドテッコツ
Guzzlord,Engloutyran,Guzzlord,Schlingking,Guzzlord,악식킹,アクジキング
Gyarados,Léviator,Gyarados,Garados,Gyarados,갸라도스,ギャラドス
Gyarados,Léviator,Gyarados,Garados,Gyarados,갸라도스,ギャラドス
Hakamo-o,Écaïd,Hakamo-o,Mediras,Hakamo-o,짜랑고우,ジャランゴ
Happiny,Ptiravi,Happiny,Wonneira,Happiny,핑복,ピンプク
Hariyama,Hariyama,Hariyama,Hariyama,Hariyama,하리뭉,ハリテヤマ
Haunter,Spectrum,Haunter,Alpollo,Haunter,고우스트,ゴースト
Hawlucha,Brutalibré,Hawlucha,Resladero,Hawlucha,루차불,ルチャブル
Haxorus,Tranchodon,Haxorus,Maxax,Haxorus,액스라이즈,オノノクス
Heatmor,Aflamanoir,Heatmor,Furnifraß,Heatmor,앤티골,クイタラン
Heatran,Heatran,Heatran,Heatran,Heatran,히드런,ヒードラン
Heliolisk,Iguolta,Heliolisk,Elezard,Heliolisk,일레도리자드,エレザード
Helioptile,Galvaran,Helioptile,Eguana,Helioptile,목도리키텔,エリキテル
Heracross,Scarhino,Heracross,Skaraborn,Heracross,헤라크로스,ヘラクロス
Heracross,Scarhino,Heracross,Skaraborn,Heracross,헤라크로스,ヘラクロス
Herdier,Ponchien,Herdier,Terribark,Herdier,하데리어,ハーデリア
Hippopotas,Hippopotas,Hippopotas,Hippopotas,Hippopotas,히포포타스,ヒポポタス
Hippowdon,Hippodocus,Hippowdon,Hippoterus,Hippowdon,하마돈,カバルドン
Hitmonchan,Tygnon,Hitmonchan,Nockchan,Hitmonchan,홍수몬,エビワラー
Hitmonlee,Kicklee,Hitmonlee,Kicklee,Hitmonlee,시라소몬,サワムラー
Hitmontop,Kapoera,Hitmontop,Kapoera,Hitmontop,카포에라,カポエラー
Honchkrow,Corboss,Honchkrow,Kramshef,Honchkrow,돈크로우,ドンカラス
Honedge,Monorpale,Honedge,Gramokles,Honedge,단칼빙,ヒトツキ
Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,후파,フーパ
Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,후파,フーパ
Hoothoot,Hoothoot,Hoothoot,Hoothoot,Hoothoot,부우부,ホーホー
Hoppip,Granivol,Hoppip,Hoppspross,Hoppip,통통코,ハネッコ
Horsea,Hypotrempe,Horsea,Seeper,Horsea,쏘드라,タッツー
Houndoom,Démolosse,Houndoom,Hundemon,Houndoom,헬가,ヘルガー
Houndoom,Démolosse,Houndoom,Hundemon,Houndoom,헬가,ヘルガー
Houndour,Malosse,Houndour,Hunduster,Houndour,델빌,デルビル
Ho-Oh,Ho-Oh,Ho-Oh,Ho-Oh,Ho-Oh,칠색조,ホウオウ
Huntail,Serpang,Huntail,Aalabyss,Huntail,헌테일,ハンテール
Hydreigon,Trioxhydre,Hydreigon,Trikephalo,Hydreigon,삼삼드래,サザンドラ
Hypno,Hypnomade,Hypno,Hypno,Hypno,슬리퍼,スリーパー
Igglybuff,Toudoudou,Igglybuff,Fluffeluff,Igglybuff,푸푸린,ププリン
Illumise,Lumivole,Illumise,Illumise,Illumise,네오비트,イルミーゼ
Incineroar,Félinferno,Incineroar,Fuegro,Incineroar,어흥염,ガオガエン
Infernape,Simiabraz,Infernape,Panferno,Infernape,초염몽,ゴウカザル
Inkay,Sepiatop,Inkay,Iscalar,Inkay,오케이징,マーイーカ
Ivysaur,Herbizarre,Ivysaur,Bisaknosp,Ivysaur,이상해풀,フシギソウ
Jangmo-o,Bébécaille,Jangmo-o,Miniras,Jangmo-o,짜랑꼬,ジャラコ
Jellicent,Moyade,Jellicent,Apoquallyp,Jellicent,탱탱겔,ブルンゲル
Jigglypuff,Rondoudou,Jigglypuff,Pummeluff,Jigglypuff,푸린,プリン
Jirachi,Jirachi,Jirachi,Jirachi,Jirachi,지라치,ジラーチ
Jolteon,Voltali,Jolteon,Blitza,Jolteon,쥬피썬더,サンダース
Joltik,Statitik,Joltik,Wattzapf,Joltik,파쪼옥,バチュル
Jumpluff,Cotovol,Jumpluff,Papungha,Jumpluff,솜솜코,ワタッコ
Jynx,Lippoutou,Jynx,Rossana,Jynx,루주라,ルージュラ
Kabuto,Kabuto,Kabuto,Kabuto,Kabuto,투구,カブト
Kabutops,Kabutops,Kabutops,Kabutops,Kabutops,투구푸스,カブトプス
Kadabra,Kadabra,Kadabra,Kadabra,Kadabra,윤겔라,ユンゲラー
Kakuna,Coconfort,Kakuna,Kokuna,Kakuna,딱충이,コクーン
Kangaskhan,Kangourex,Kangaskhan,Kangama,Kangaskhan,캥카,ガルーラ
Kangaskhan,Kangourex,Kangaskhan,Kangama,Kangaskhan,캥카,ガルーラ
Karrablast,Carabing,Karrablast,Laukaps,Karrablast,딱정곤,カブルモ
Kartana,Katagami,Kartana,Katagami,Kartana,종이신도,カミツルギ
Kecleon,Kecleon,Kecleon,Kecleon,Kecleon,켈리몬,カクレオン
Keldeo,Keldeo,Keldeo,Keldeo,Keldeo,케르디오,ケルディオ
Keldeo,Keldeo,Keldeo,Keldeo,Keldeo,케르디오,ケルディオ
Kingdra,Hyporoi,Kingdra,Seedraking,Kingdra,킹드라,キングドラ
Kingler,Krabboss,Kingler,Kingler,Kingler,킹크랩,キングラー
Kirlia,Kirlia,Kirlia,Kirlia,Kirlia,킬리아,キルリア
Klang,Clic,Klang,Kliklak,Klang,기기어르,ギギアル
Klefki,Trousselin,Klefki,Clavion,Klefki,클레피,クレッフィ
Klink,Tic,Klink,Klikk,Klink,기어르,ギアル
Klinklang,Cliticlic,Klinklang,Klikdiklak,Klinklang,기기기어르,ギギギアル
Koffing,Smogo,Koffing,Smogon,Koffing,또가스,ドガース
Komala,Dodoala,Komala,Koalelu,Komala,자말라,ネッコアラ
Kommo-o,Ékaïser,Kommo-o,Grandiras,Kommo-o,짜랑고우거,ジャラランガ
Krabby,Krabby,Krabby,Krabby,Krabby,크랩,クラブ
Kricketot,Crikzik,Kricketot,Zirpurze,Kricketot,귀뚤뚜기,コロボーシ
Kricketune,Mélokrik,Kricketune,Zirpeise,Kricketune,귀뚤톡크,コロトック
Krokorok,Escroco,Krokorok,Rokkaiman,Krokorok,악비르,ワルビル
Krookodile,Crocorible,Krookodile,Rabigator,Krookodile,악비아르,ワルビアル
Kyogre,Kyogre,Kyogre,Kyogre,Kyogre,가이오가,カイオーガ
Kyogre,Kyogre,Kyogre,Kyogre,Kyogre,가이오가,カイオーガ
Kyurem,Kyurem,Kyurem,Kyurem,Kyurem,큐레무,キュレム
Kyurem,Kyurem,Kyurem,Kyurem,Kyurem,큐레무,キュレム
Kyurem,Kyurem,Kyurem,Kyurem,Kyurem,큐레무,キュレム
Lairon,Galegon,Lairon,Stollrak,Lairon,갱도라,コドラ
Lampent,Mélancolux,Lampent,Laternecto,Lampent,램프라,ランプラー
Landorus,Démétéros,Landorus,Demeteros,Landorus,랜드로스,ランドロス
Landorus,Démétéros,Landorus,Demeteros,Landorus,랜드로스,ランドロス
Lanturn,Lanturn,Lanturn,Lanturn,Lanturn,랜턴,ランターン
Lapras,Lokhlass,Lapras,Lapras,Lapras,라프라스,ラプラス
Larvesta,Pyronille,Larvesta,Ignivor,Larvesta,활화르바,メラルバ
Larvitar,Embrylex,Larvitar,Larvitar,Larvitar,애버라스,ヨーギラス
Latias,Latias,Latias,Latias,Latias,라티아스,ラティアス
Latias,Latias,Latias,Latias,Latias,라티아스,ラティアス
Latios,Latios,Latios,Latios,Latios,라티오스,ラティオス
Latios,Latios,Latios,Latios,Latios,라티오스,ラティオス
Leafeon,Phyllali,Leafeon,Folipurba,Leafeon,리피아,リーフィア
Leavanny,Manternel,Leavanny,Matrifol,Leavanny,모아머,ハハコモリ
Ledian,Coxyclaque,Ledian,Ledian,Ledian,레디안,レディアン
Ledyba,Coxy,Ledyba,Ledyba,Ledyba,레디바,レディバ
Lickilicky,Coudlangue,Lickilicky,Schlurplek,Lickilicky,내룸벨트,ベロベルト
Lickitung,Excelangue,Lickitung,Schlurp,Lickitung,내루미,ベロリンガ
Liepard,Léopardus,Liepard,Kleoparda,Liepard,레파르다스,レパルダス
Lileep,Lilia,Lileep,Liliep,Lileep,릴링,リリーラ
Lilligant,Fragilady,Lilligant,Dressella,Lilligant,드레디어,ドレディア
Lillipup,Ponchiot,Lillipup,Yorkleff,Lillipup,요테리,ヨーテリー
Linoone,Linéon,Linoone,Geradaks,Linoone,직구리,マッスグマ
Litleo,Hélionceau,Litleo,Leufeo,Litleo,레오꼬,シシコ
Litten,Flamiaou,Litten,Flamiau,Litten,냐오불,ニャビー
Litwick,Funécire,Litwick,Lichtel,Litwick,불켜미,ヒトモシ
Lombre,Lombre,Lombre,Lombrero,Lombre,로토스,ハスブレロ
Lopunny,Lockpin,Lopunny,Schlapor,Lopunny,이어롭,ミミロップ
Lopunny,Lockpin,Lopunny,Schlapor,Lopunny,이어롭,ミミロップ
Lotad,Nénupiot,Lotad,Loturzel,Lotad,연꽃몬,ハスボー
Loudred,Ramboum,Loudred,Krakeelo,Loudred,노공룡,ドゴーム
Lucario,Lucario,Lucario,Lucario,Lucario,루카리오,ルカリオ
Lucario,Lucario,Lucario,Lucario,Lucario,루카리오,ルカリオ
Ludicolo,Ludicolo,Ludicolo,Kappalores,Ludicolo,로파파,ルンパッパ
Lugia,Lugia,Lugia,Lugia,Lugia,루기아,ルギア
Lumineon,Luminéon,Lumineon,Lumineon,Lumineon,네오라이트,ネオラント
Lunala,Lunala,Lunala,Lunala,Lunala,루나아라,ルナアーラ
Lunatone,Séléroc,Lunatone,Lunastein,Lunatone,루나톤,ルナトーン
Lurantis,Floramantis,Lurantis,Mantidea,Lurantis,라란티스,ラランテス
Luvdisc,Lovdisc,Luvdisc,Liebiskus,Luvdisc,사랑동이,ラブカス
Luxio,Luxio,Luxio,Luxio,Luxio,럭시오,ルクシオ
Luxray,Luxray,Luxray,Luxtra,Luxray,렌트라,レントラー
Lycanroc,Lougaroc,Lycanroc,Wolwerock,Lycanroc,루가루암,ルガルガン
Lycanroc,Lougaroc,Lycanroc,Wolwerock,Lycanroc,루가루암,ルガルガン
Lycanroc,Lougaroc,Lycanroc,Wolwerock,Lycanroc,루가루암,ルガルガン
Machamp,Mackogneur,Machamp,Machomei,Machamp,괴력몬,カイリキー
Machoke,Machopeur,Machoke,Maschock,Machoke,근육몬,ゴーリキー
Machop,Machoc,Machop,Machollo,Machop,알통몬,ワンリキー
Magby,Magby,Magby,Magby,Magby,마그비,ブビィ
Magcargo,Volcaropod,Magcargo,Magcargo,Magcargo,마그카르고,マグカルゴ
Magearna,Magearna,Magearna,Magearna,Magearna,마기아나,マギアナ
Magikarp,Magicarpe,Magikarp,Karpador,Magikarp,잉어킹,コイキング
Magmar,Magmar,Magmar,Magmar,Magmar,마그마,ブーバー
Magmortar,Maganon,Magmortar,Magbrant,Magmortar,마그마번,ブーバーン
Magnemite,Magnéti,Magnemite,Magnetilo,Magnemite,코일,コイル
Magneton,Magnéton,Magneton,Magneton,Magneton,레어코일,レアコイル
Magnezone,Magnézone,Magnezone,Magnezone,Magnezone,자포코일,ジバコイル
Makuhita,Makuhita,Makuhita,Makuhita,Makuhita,마크탕,マクノシタ
Malamar,Sepiatroce,Malamar,Calamanero,Malamar,칼라마네로,カラマネロ
Mamoswine,Mammochon,Mamoswine,Mamutel,Mamoswine,맘모꾸리,マンムー
Manaphy,Manaphy,Manaphy,Manaphy,Manaphy,마나피,マナフィ
Mandibuzz,Vaututrice,Mandibuzz,Grypheldis,Mandibuzz,버랜지나,バルジーナ
Manectric,Élecsprint,Manectric,Voltenso,Manectric,썬더볼트,ライボルト
Manectric,Élecsprint,Manectric,Voltenso,Manectric,썬더볼트,ライボルト
Mankey,Férosinge,Mankey,Menki,Mankey,망키,マンキー
Mantine,Démanta,Mantine,Mantax,Mantine,만타인,マンタイン
Mantyke,Babimanta,Mantyke,Mantirps,Mantyke,타만타,タマンタ
Maractus,Maracachi,Maractus,Maracamba,Maractus,마라카치,マラカッチ
Mareanie,Vorastérie,Mareanie,Garstella,Mareanie,시마사리,ヒドイデ
Mareep,Wattouat,Mareep,Voltilamm,Mareep,메리프,メリープ
Marill,Marill,Marill,Marill,Marill,마릴,マリル
Marowak,Ossatueur,Marowak,Knogga,Marowak,텅구리,ガラガラ
Marowak,Ossatueur,Marowak,Knogga,Marowak,텅구리,ガラガラ
Marshadow,Marshadow,Marshadow,Marshadow,Marshadow,마샤도,マーシャドー
Marshtomp,Flobio,Marshtomp,Moorabbel,Marshtomp,늪짱이,ヌマクロー
Masquerain,Maskadra,Masquerain,Maskeregen,Masquerain,비나방,アメモース
Mawile,Mysdibule,Mawile,Flunkifer,Mawile,입치트,クチート
Mawile,Mysdibule,Mawile,Flunkifer,Mawile,입치트,クチート
Medicham,Charmina,Medicham,Meditalis,Medicham,요가램,チャーレム
Medicham,Charmina,Medicham,Meditalis,Medicham,요가램,チャーレム
Meditite,Méditikka,Meditite,Meditie,Meditite,요가랑,アサナン
Meganium,Méganium,Meganium,Meganie,Meganium,메가니움,メガニウム
Melmetal,Melmetal,Melmetal,Melmetal,Melmetal,멜메탈,メルメタル
Meloetta,Meloetta,Meloetta,Meloetta,Meloetta,메로엣타,メロエッタ
Meloetta,Meloetta,Meloetta,Meloetta,Meloetta,메로엣타,メロエッタ
Meltan,Meltan,Meltan,Meltan,Meltan,멜탄,メルタン
Meowstic,Mistigrix,Meowstic,Psiaugon,Meowstic,냐오닉스,ニャオニクス
Meowstic,Mistigrix,Meowstic,Psiaugon,Meowstic,냐오닉스,ニャオニクス
Meowth,Miaouss,Meowth,Mauzi,Meowth,나옹,ニャース
Meowth,Miaouss,Meowth,Mauzi,Meowth,나옹,ニャース
Mesprit,Créfollet,Mesprit,Vesprit,Mesprit,엠라이트,エムリット
Metagross,Métalosse,Metagross,Metagross,Metagross,메타그로스,メタグロス
Metagross,Métalosse,Metagross,Metagross,Metagross,메타그로스,メタグロス
Metang,Métang,Metang,Metang,Metang,메탕구,メタング
Metapod,Chrysacier,Metapod,Safcon,Metapod,단데기,トランセル
Mew,Mew,Mew,Mew,Mew,뮤,ミュウ
Mewtwo,Mewtwo,Mewtwo,Mewtu,Mewtwo,뮤츠,ミュウツー
Mewtwo,Mewtwo,Mewtwo,Mewtu,Mewtwo,뮤츠,ミュウツー
Mewtwo,Mewtwo,Mewtwo,Mewtu,Mewtwo,뮤츠,ミュウツー
Mienfoo,Kungfouine,Mienfoo,Lin-Fu,Mienfoo,비조푸,コジョフー
Mienshao,Shaofouine,Mienshao,Wie-Shu,Mienshao,비조도,コジョンド
Mightyena,Grahyèna,Mightyena,Magnayen,Mightyena,그라에나,グラエナ
Milotic,Milobellus,Milotic,Milotic,Milotic,밀로틱,ミロカロス
Miltank,Écrémeuh,Miltank,Miltank,Miltank,밀탱크,ミルタンク
Mime Jr.,Mime Jr.,Mime Jr.,Pantimimi,Mime Jr.,흉내내,マネネ
Mimikyu,Mimiqui,Mimikyu,Mimigma,Mimikyu,따라큐,ミミッキュ
Mimikyu,Mimiqui,Mimikyu,Mimigma,Mimikyu,따라큐,ミミッキュ
Minccino,Chinchidou,Minccino,Picochilla,Minccino,치라미,チラーミィ
Minior,Météno,Minior,Meteno,Minior,메테노,メテノ
Minior,Météno,Minior,Meteno,Minior,메테노,メテノ
Minior,Météno,Minior,Meteno,Minior,메테노,メテノ
Minior,Météno,Minior,Meteno,Minior,메테노,メテノ
Minior,Météno,Minior,Meteno,Minior,메테노,メテノ
Minior,Météno,Minior,Meteno,Minior,메테노,メテノ
Minior,Météno,Minior,Meteno,Minior,메테노,メテノ
Minior,Météno,Minior,Meteno,Minior,메테노,メテノ
Minior,Météno,Minior,Meteno,Minior,메테노,メテノ
Minun,Négapi,Minun,Minun,Minun,마이농,マイナン
Misdreavus,Feuforêve,Misdreavus,Traunfugil,Misdreavus,무우마,ムウマ
Mismagius,Magirêve,Mismagius,Traunmagil,Mismagius,무우마직,ムウマージ
Moltres,Sulfura,Moltres,Lavados,Moltres,파이어,ファイヤー
Monferno,Chimpenfeu,Monferno,Panpyro,Monferno,파이숭이,モウカザル
Morelull,Spododo,Morelull,Bubungus,Morelull,자마슈,ネマシュ
Mothim,Papilord,Mothim,Moterpel,Mothim,나메일,ガーメイル
Mr. Mime,M. Mime,Mr. Mime,Pantimos,Mr. Mime,마임맨,バリヤード
Mudbray,Tiboudet,Mudbray,Pampuli,Mudbray,머드나기,ドロバンコ
Mudkip,Gobou,Mudkip,Hydropi,Mudkip,물짱이,ミズゴロウ
Mudsdale,Bourrinos,Mudsdale,Pampross,Mudsdale,만마드,バンバドロ
Muk,Grotadmorv,Muk,Sleimok,Muk,질뻐기,ベトベトン
Muk,Grotadmorv,Muk,Sleimok,Muk,질뻐기,ベトベトン
Munchlax,Goinfrex,Munchlax,Mampfaxo,Munchlax,먹고자,ゴンベ
Munna,Munna,Munna,Somniam,Munna,몽나,ムンナ
Murkrow,Cornèbre,Murkrow,Kramurx,Murkrow,니로우,ヤミカラス
Musharna,Mushana,Musharna,Somnivora,Musharna,몽얌나,ムシャーナ
Musharna,Mushana,Musharna,Somnivora,Musharna,몽얌나,ムシャーナ
Naganadel,Mandrillon,Naganadel,Agoyon,Naganadel,아고용,アーゴヨン
Natu,Natu,Natu,Natu,Natu,네이티,ネイティ
Necrozma,Necrozma,Necrozma,Necrozma,Necrozma,네크로즈마,ネクロズマ
Necrozma,Necrozma,Necrozma,Necrozma,Necrozma,네크로즈마,ネクロズマ
Necrozma,Necrozma,Necrozma,Necrozma,Necrozma,네크로즈마,ネクロズマ
Necrozma,Necrozma,Necrozma,Necrozma,Necrozma,네크로즈마,ネクロズマ
Nidoking,Nidoking,Nidoking,Nidoking,Nidoking,니드킹,ニドキング
Nidoqueen,Nidoqueen,Nidoqueen,Nidoqueen,Nidoqueen,니드퀸,ニドクイン
Nidoran♀,Nidoran♀,Nidoran♀,Nidoran♀,Nidoran♀,니드런♀,ニドラン♀
Nidoran♂,Nidoran♂,Nidoran♂,Nidoran♂,Nidoran♂,니드런♂,ニドラン♂
Nidorina,Nidorina,Nidorina,Nidorina,Nidorina,니드리나,ニドリーナ
Nidorino,Nidorino,Nidorino,Nidorino,Nidorino,니드리노,ニドリーノ
Nihilego,Zéroïd,Nihilego,Anego,Nihilego,텅비드,ウツロイド
Nincada,Ningale,Nincada,Nincada,Nincada,토중몬,ツチニン
Ninetales,Feunard,Ninetales,Vulnona,Ninetales,나인테일,キュウコン
Ninetales,Feunard,Ninetales,Vulnona,Ninetales,나인테일,キュウコン
Ninjask,Ninjask,Ninjask,Ninjask,Ninjask,아이스크,テッカニン
Noctowl,Noarfang,Noctowl,Noctuh,Noctowl,야부엉,ヨルノズク
Noibat,Sonistrelle,Noibat,eF-eM,Noibat,음뱃,オンバット
Noivern,Bruyverne,Noivern,UHaFnir,Noivern,음번,オンバーン
Nosepass,Tarinor,Nosepass,Nasgnet,Nosepass,코코파스,ノズパス
Numel,Chamallot,Numel,Camaub,Numel,둔타,ドンメル
Nuzleaf,Pifeuil,Nuzleaf,Blanas,Nuzleaf,잎새코,コノハナ
Octillery,Octillery,Octillery,Octillery,Octillery,대포무노,オクタン
Oddish,Mystherbe,Oddish,Myrapla,Oddish,뚜벅쵸,ナゾノクサ
Omanyte,Amonita,Omanyte,Amonitas,Omanyte,암나이트,オムナイト
Omastar,Amonistar,Omastar,Amoroso,Omastar,암스타,オムスター
Onix,Onix,Onix,Onix,Onix,롱스톤,イワーク
Oranguru,Gouroutan,Oranguru,Kommandutan,Oranguru,하랑우탄,ヤレユータン
Oricorio,Plumeline,Oricorio,Choreogel,Oricorio,춤추새,オドリドリ
Oricorio,Plumeline,Oricorio,Choreogel,Oricorio,춤추새,オドリドリ
Oricorio,Plumeline,Oricorio,Choreogel,Oricorio,춤추새,オドリドリ
Oricorio,Plumeline,Oricorio,Choreogel,Oricorio,춤추새,オドリドリ
Oricorio,Plumeline,Oricorio,Choreogel,Oricorio,춤추새,オドリドリ
Oricorio,Plumeline,Oricorio,Choreogel,Oricorio,춤추새,オドリドリ
Oricorio,Plumeline,Oricorio,Choreogel,Oricorio,춤추새,オドリドリ
Oshawott,Moustillon,Oshawott,Ottaro,Oshawott,수댕이,ミジュマル
Pachirisu,Pachirisu,Pachirisu,Pachirisu,Pachirisu,파치리스,パチリス
Palkia,Palkia,Palkia,Palkia,Palkia,펄기아,パルキア
Palossand,Trépassable,Palossand,Colossand,Palossand,모래성이당,シロデスナ
Palossand,Trépassable,Palossand,Colossand,Palossand,모래성이당,シロデスナ
Palpitoad,Batracné,Palpitoad,Mebrana,Palpitoad,두까비,ガマガル
Pancham,Pandespiègle,Pancham,Pam-Pam,Pancham,판짱,ヤンチャム
Pangoro,Pandarbare,Pangoro,Pandagro,Pangoro,부란다,ゴロンダ
Panpour,Flotajou,Panpour,Sodamak,Panpour,앗차프,ヒヤップ
Pansage,Feuillajou,Pansage,Vegimak,Pansage,야나프,ヤナップ
Pansear,Flamajou,Pansear,Grillmak,Pansear,바오프,バオップ
Paras,Paras,Paras,Paras,Paras,파라스,パラス
Parasect,Parasect,Parasect,Parasek,Parasect,파라섹트,パラセクト
Passimian,Quartermac,Passimian,Quartermak,Passimian,내던숭이,ナゲツケサル
Patrat,Ratentif,Patrat,Nagelotz,Patrat,보르쥐,ミネズミ
Pawniard,Scalpion,Pawniard,Gladiantri,Pawniard,자망칼,コマタナ
Pelipper,Bekipan,Pelipper,Pelipper,Pelipper,패리퍼,ペリッパー
Persian,Persian,Persian,Snobilikat,Persian,페르시온,ペルシアン
Persian,Persian,Persian,Snobilikat,Persian,페르시온,ペルシアン
Petilil,Chlorobule,Petilil,Lilminip,Petilil,치릴리,チュリネ
Phanpy,Phanpy,Phanpy,Phanpy,Phanpy,코코리,ゴマゾウ
Phantump,Brocélôme,Phantump,Paragoni,Phantump,나목령,ボクレー
Pheromosa,Cancrelove,Pheromosa,Schabelle,Pheromosa,페로코체,フェローチェ
Phione,Phione,Phione,Phione,Phione,피오네,フィオネ
Pichu,Pichu,Pichu,Pichu,Pichu,피츄,ピチュー
Pidgeot,Roucarnage,Pidgeot,Tauboss,Pidgeot,피죤투,ピジョット
Pidgeot,Roucarnage,Pidgeot,Tauboss,Pidgeot,피죤투,ピジョット
Pidgeotto,Roucoups,Pidgeotto,Tauboga,Pidgeotto,피죤,ピジョン
Pidgey,Roucool,Pidgey,Taubsi,Pidgey,구구,ポッポ
Pidove,Poichigeon,Pidove,Dusselgurr,Pidove,콩둘기,マメパト
Pignite,Grotichon,Pignite,Ferkokel,Pignite,차오꿀,チャオブー
Pikachu,Pikachu,Pikachu,Pikachu,Pikachu,피카츄,ピカチュウ
Pikachu,Pikachu,Pikachu,Pikachu,Pikachu,피카츄,ピカチュウ
Pikachu,Pikachu,Pikachu,Pikachu,Pikachu,피카츄,ピカチュウ
Pikachu,Pikachu,Pikachu,Pikachu,Pikachu,피카츄,ピカチュウ
Pikachu,Pikachu,Pikachu,Pikachu,Pikachu,피카츄,ピカチュウ
Pikachu,Pikachu,Pikachu,Pikachu,Pikachu,피카츄,ピカチュウ
Pikachu,Pikachu,Pikachu,Pikachu,Pikachu,피카츄,ピカチュウ
Pikachu,Pikachu,Pikachu,Pikachu,Pikachu,피카츄,ピカチュウ
Pikachu,Pikachu,Pikachu,Pikachu,Pikachu,피카츄,ピカチュウ
Pikachu,Pikachu,Pikachu,Pikachu,Pikachu,피카츄,ピカチュウ
Pikipek,Picassaut,Pikipek,Peppeck,Pikipek,콕코구리,ツツケラ
Piloswine,Cochignon,Piloswine,Keifel,Piloswine,메꾸리,イノムー
Pineco,Pomdepik,Pineco,Tannza,Pineco,피콘,クヌギダマ
Pinsir,Scarabrute,Pinsir,Pinsir,Pinsir,쁘사이저,カイロス
Pinsir,Scarabrute,Pinsir,Pinsir,Pinsir,쁘사이저,カイロス
Piplup,Tiplouf,Piplup,Plinfa,Piplup,팽도리,ポッチャマ
Plusle,Posipi,Plusle,Plusle,Plusle,플러시,プラスル
Poipole,Vémini,Poipole,Venicro,Poipole,베베놈,ベベノム
Politoed,Tarpaud,Politoed,Quaxo,Politoed,왕구리,ニョロトノ
Poliwag,Ptitard,Poliwag,Quapsel,Poliwag,발챙이,ニョロモ
Poliwhirl,Têtarte,Poliwhirl,Quaputzi,Poliwhirl,슈륙챙이,ニョロゾ
