fr,en
Une Clé Secrète pour 1000 Jetons.\nlCela vous convient ?\nlC'est le seul exemplaire que nous avons !,A Secret Key for 1000 Coins. Is it good?\nlIt is the only copy we have!
Oui,Yes
Non,No
Merci de votre achat ! Voici votre Clé Secrète !,Thank you for your purchase!\nlHere is your Secret Key!
"Désolé, mais il semblerait que vous n'ayez pas assez de Jetons...","Sorry, but it looks like you don't have enough Coins..."
N'hésitez pas à revenir quand vous en aurez assez !,Please come back when you'll have enough.
À une prochaine fois peut-être !,See you soon!
"Si je touche le jackpot, je pourrais enfin quitter la Team Rocket et partir m'installer aux îles Mascaïman !","If I hit the jackpot, I'll finally be able to leave Team Rocket and go settle in the Totodile Islands!"
...,...
"Zut, encore raté !","Darn, I missed again!"
Voulez-vous jouer au Voltorbataille ? La partie coûte 5 Jetons.,Do you want to play Voltorb Flip? A game costs 5 Coins.
Oui,Yes
Non,No
Vous n'avez pas assez de Jetons.,You don't have enough Coins.
Il vous faut une Boîte Jetons pour pouvoir jouer !,You need a Coin Case to play!
\N[1] trouve 25 Jetons !,\N[1] found 25 Coins!
\N[1] trouve 25 Jetons !,\N[1] found 25 Coins!
\N[1] trouve 25 Jetons !,\N[1] found 25 Coins!
\N[1] trouve 25 Jetons !,\N[1] found 25 Coins!
Super Bonbon : 500,Rare Candy: 500
Pépite : 1000,Nugget: 1000
Master Ball : 3000,Master Ball: 3000
Clé Secrète : 1000,Secret Key: 1000
