en,fr,it,de,es,ko,kana
The opposing [VAR PKNICK(0000)] stole and ate its target’s [VAR 0109(0001)]!,"[VAR 1002][VAR 1401(0000,0001)][VAR PKNICK(0000)] ennemi vole et mange [VAR 1400(0001,0000)][VAR ITEM2(0001)] de la cible !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] avversario ruba e mangia [VAR 1500(0001,0001)][VAR ITEM2(0001)] del bersaglio!",[VAR PKNICK(0000)] (Gegner) hat dem Ziel seine [VAR 0109(0001)] weggefuttert!,"¡El [VAR PKNICK(0000)] enemigo ha robado [VAR 1700(0001,0000)][VAR ITEM2(0001)] del objetivo y se l[VAR 1102(0001,0101,0202)]oaosas ha comido!",상대 [VAR PKNICK(0000)][VAR 1900(0001)] [VAR 0109(0001)][VAR 1900(0002)] 빼앗아 먹었다!,{相手|あいて}の　[VAR PKNICK(0000)]は [VAR 0109(0001)]を　{奪|うば}って　{食|た}べた！
[VAR 0100(000A)]’s [VAR PKNICK(0000)] stole and ate its target’s [VAR 0109(0001)]!,"[VAR 1002][VAR PKNICK(0000)] [VAR 1408(000A,0001)][VAR 0100(000A)] vole et mange [VAR 1400(0001,0000)][VAR ITEM2(0001)] de la cible !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] di [VAR 0100(000A)] ruba e mangia [VAR 1500(0001,0001)][VAR ITEM2(0001)] del bersaglio!",[VAR PKNICK(0000)] von [VAR 0100(000A)] hat dem Ziel seine [VAR 0109(0001)] weggefuttert!,"¡El [VAR PKNICK(0000)] de [VAR 0100(000A)] ha robado [VAR 1700(0001,0000)][VAR ITEM2(0001)] del objetivo y se l[VAR 1102(0001,0101,0202)]oaosas ha comido!",[VAR 0100(000A)]의 [VAR PKNICK(0000)][VAR 1900(0001)] [VAR 0109(0001)][VAR 1900(0002)] 빼앗아 먹었다!,[VAR 0100(000A)]の　[VAR PKNICK(0000)]は [VAR 0109(0001)]を　{奪|うば}って　{食|た}べた！
[VAR PKNICK(0000)] flung its [VAR 0109(0001)]!,"[VAR PKNICK(0000)] lance [VAR 1402(0001,0000)][VAR ITEM2(0001)] !","[VAR PKNICK(0000)] lancia [VAR 1500(0001,0001)][VAR ITEM2(0001)]!",[VAR PKNICK(0000)] schleudert das Item [VAR 0109(0001)]!,¡[VAR PKNICK(0000)] ha tirado su [VAR ITEM2(0001)]!,[VAR PKNICK(0000)][VAR 1900(0001)] [VAR 0109(0001)][VAR 1900(0002)] 내던졌다!,[VAR PKNICK(0000)]は [VAR 0109(0001)]を　{投|な}げつけた！
The wild [VAR PKNICK(0000)] flung its [VAR 0109(0001)]!,"[VAR 1002][VAR 1401(0000,0001)][VAR PKNICK(0000)] sauvage lance [VAR 1402(0001,0000)][VAR ITEM2(0001)] !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] selvatico lancia [VAR 1502(0001,0001)][VAR ITEM2(0001)]!",[VAR PKNICK(0000)] (wild) schleudert das Item [VAR 0109(0001)]!,¡El [VAR PKNICK(0000)] salvaje ha tirado su [VAR ITEM2(0001)]!,야생 [VAR PKNICK(0000)][VAR 1900(0001)] [VAR 0109(0001)][VAR 1900(0002)] 내던졌다!,{野生|やせい}の　[VAR PKNICK(0000)]は [VAR 0109(0001)]を　{投|な}げつけた！
The opposing [VAR PKNICK(0000)] flung its [VAR 0109(0001)]!,"[VAR 1002][VAR 1401(0000,0001)][VAR PKNICK(0000)] ennemi lance [VAR 1402(0001,0000)][VAR ITEM2(0001)] !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] avversario lancia [VAR 1502(0001,0001)][VAR ITEM2(0001)]!",[VAR PKNICK(0000)] (Gegner) schleudert das Item [VAR 0109(0001)]!,¡El [VAR PKNICK(0000)] enemigo ha tirado su [VAR ITEM2(0001)]!,상대 [VAR PKNICK(0000)][VAR 1900(0001)] [VAR 0109(0001)][VAR 1900(0002)] 내던졌다!,{相手|あいて}の　[VAR PKNICK(0000)]は [VAR 0109(0001)]を　{投|な}げつけた！
[VAR 0100(000A)]’s [VAR PKNICK(0000)] flung its [VAR 0109(0001)]!,"[VAR 1002][VAR PKNICK(0000)] [VAR 1408(000A,0001)][VAR 0100(000A)] lance [VAR 1402(0001,0000)][VAR ITEM2(0001)] !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] di [VAR 0100(000A)] lancia [VAR 1502(0001,0001)][VAR ITEM2(0001)]!",[VAR PKNICK(0000)] von [VAR 0100(000A)] schleudert das Item [VAR 0109(0001)]!,¡El [VAR PKNICK(0000)] de [VAR 0100(000A)] ha tirado su [VAR ITEM2(0001)]!,[VAR 0100(000A)]의 [VAR PKNICK(0000)][VAR 1900(0001)] [VAR 0109(0001)][VAR 1900(0002)] 내던졌다!,[VAR 0100(000A)]の　[VAR PKNICK(0000)]は [VAR 0109(0001)]を　{投|な}げつけた！
[VAR PKNICK(0000)] blew away [VAR MOVE(0001)]!,[VAR PKNICK(0000)] repousse la capacité [VAR MOVE(0001)] !,[VAR PKNICK(0000)] spazza via la mossa [VAR MOVE(0001)]!,[VAR PKNICK(0000)] bläst [VAR MOVE(0001)] weg!,¡[VAR PKNICK(0000)] se ha deshecho de [VAR MOVE(0001)]!,[VAR PKNICK(0000)][VAR 1900(0001)] [VAR MOVE(0001)][VAR 1900(0002)] 날려 버렸다!,[VAR PKNICK(0000)]は [VAR MOVE(0001)]を　{吹|ふ}き{飛|と}ばした！
The wild [VAR PKNICK(0000)] blew away [VAR MOVE(0001)]!,"[VAR 1002][VAR 1401(0000,0001)][VAR PKNICK(0000)] sauvage repousse la capacité [VAR MOVE(0001)] !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] selvatico spazza via la mossa [VAR MOVE(0001)]!",[VAR PKNICK(0000)] (wild) bläst [VAR MOVE(0001)] weg!,¡El [VAR PKNICK(0000)] salvaje se ha deshecho de [VAR MOVE(0001)]!,야생 [VAR PKNICK(0000)][VAR 1900(0001)] [VAR MOVE(0001)][VAR 1900(0002)] 날려 버렸다!,{野生|やせい}の　[VAR PKNICK(0000)]は [VAR MOVE(0001)]を　{吹|ふ}き{飛|と}ばした！
The opposing [VAR PKNICK(0000)] blew away [VAR MOVE(0001)]!,"[VAR 1002][VAR 1401(0000,0001)][VAR PKNICK(0000)] ennemi repousse la capacité [VAR MOVE(0001)] !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] avversario spazza via la mossa [VAR MOVE(0001)]!",[VAR PKNICK(0000)] (Gegner) bläst [VAR MOVE(0001)] weg!,¡El [VAR PKNICK(0000)] enemigo se ha deshecho de [VAR MOVE(0001)]!,상대 [VAR PKNICK(0000)][VAR 1900(0001)] [VAR MOVE(0001)][VAR 1900(0002)] 날려 버렸다!,{相手|あいて}の　[VAR PKNICK(0000)]は [VAR MOVE(0001)]を　{吹|ふ}き{飛|と}ばした！
[VAR 0100(000A)]’s [VAR PKNICK(0000)] blew away [VAR MOVE(0001)]!,"[VAR PKNICK(0000)] [VAR 1408(000A,0001)][VAR 0100(000A)] repousse la capacité [VAR MOVE(0001)] !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] di [VAR 0100(000A)] spazza via la mossa [VAR MOVE(0001)]!",[VAR PKNICK(0000)] von [VAR 0100(000A)] bläst [VAR MOVE(0001)] weg!,¡El [VAR PKNICK(0000)] de [VAR 0100(000A)] se ha deshecho de [VAR MOVE(0001)]!,[VAR 0100(000A)]의 [VAR PKNICK(0000)][VAR 1900(0001)] [VAR MOVE(0001)][VAR 1900(0002)] 날려 버렸다!,[VAR 0100(000A)]の　[VAR PKNICK(0000)]は [VAR MOVE(0001)]を　{吹|ふ}き{飛|と}ばした！
[VAR PKNICK(0000)] put in a substitute!,[VAR PKNICK(0000)] crée un clone !,Appare un sostituto di [VAR PKNICK(0000)]!,Ein Delegator von [VAR PKNICK(0000)] ist erschienen!,¡[VAR PKNICK(0000)] ha creado un sustituto!,[VAR PKNICK(0000)]의 대타가 나타났다!,[VAR PKNICK(0000)]の {身代|みが}わりが　{現|あらわ}れた！
The wild [VAR PKNICK(0000)] put in a substitute!,"[VAR 1002][VAR 1401(0000,0001)][VAR PKNICK(0000)] sauvage crée un clone !","Appare un sostituto [VAR 1002][VAR 1504(0000,0001)][VAR PKNICK(0000)] selvatico!",Ein Delegator von [VAR PKNICK(0000)] (wild) ist erschienen!,¡El [VAR PKNICK(0000)] salvaje ha creado un sustituto!,야생 [VAR PKNICK(0000)]의 대타가 나타났다!,{野生|やせい}の　[VAR PKNICK(0000)]の {身代|みが}わりが　{現|あらわ}れた！
The opposing [VAR PKNICK(0000)] put in a substitute!,"[VAR 1002][VAR 1401(0000,0001)][VAR PKNICK(0000)] ennemi crée un clone !","Appare un sostituto [VAR 1002][VAR 1504(0000,0001)][VAR PKNICK(0000)] avversario!",Ein Delegator von [VAR PKNICK(0000)] (Gegner) ist erschienen!,¡El [VAR PKNICK(0000)] enemigo ha creado un sustituto!,상대 [VAR PKNICK(0000)]의 대타가 나타났다!,{相手|あいて}の　[VAR PKNICK(0000)]の {身代|みが}わりが　{現|あらわ}れた！
[VAR 0100(000A)]’s [VAR PKNICK(0000)] put in a substitute!,"[VAR 1002][VAR PKNICK(0000)] [VAR 1408(000A,0001)][VAR 0100(000A)] crée un clone !","Appare un sostituto [VAR 1002][VAR 1504(0000,0001)][VAR PKNICK(0000)] di [VAR 0100(000A)]!",Ein Delegator von [VAR PKNICK(0000)] von [VAR 0100(000A)] ist erschienen!,¡El [VAR PKNICK(0000)] de [VAR 0100(000A)] ha creado un sustituto!,[VAR 0100(000A)]의 [VAR PKNICK(0000)]의 대타가 나타났다!,[VAR 0100(000A)]の　[VAR PKNICK(0000)]の {身代|みが}わりが　{現|あらわ}れた！
[VAR PKNICK(0000)] already has a substitute!,[VAR PKNICK(0000)] a déjà un clone !,[VAR PKNICK(0000)] ha già un sostituto!,[VAR PKNICK(0000)] hat bereits einen Delegator!,¡[VAR PKNICK(0000)] ya tiene un sustituto!,그러나 [VAR PKNICK(0000)]의 대타는 이미 나와 있다.,しかし　[VAR PKNICK(0000)]の {身代|みが}わりは　すでに　でていた
The wild [VAR PKNICK(0000)] already has a substitute!,"[VAR 1002][VAR 1401(0000,0001)][VAR PKNICK(0000)] sauvage a déjà un clone !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] selvatico ha già un sostituto!",[VAR PKNICK(0000)] (wild) hat bereits einen Delegator!,¡El [VAR PKNICK(0000)] salvaje ya tiene un sustituto!,그러나 야생 [VAR PKNICK(0000)]의 대타는 이미 나와 있다.,しかし　{野生|やせい}の　[VAR PKNICK(0000)]の {身代|みが}わりは　すでに　でていた
The opposing [VAR PKNICK(0000)] already has a substitute!,"[VAR 1002][VAR 1401(0000,0001)][VAR PKNICK(0000)] ennemi a déjà un clone !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] avversario ha già un sostituto!",[VAR PKNICK(0000)] (Gegner) hat bereits einen Delegator!,¡El [VAR PKNICK(0000)] enemigo ya tiene un sustituto!,그러나 상대 [VAR PKNICK(0000)]의 대타는 이미 나와 있다.,しかし　{相手|あいて}の　[VAR PKNICK(0000)]の {身代|みが}わりは　すでに　でていた
[VAR 0100(000A)]’s [VAR PKNICK(0000)] already has a substitute!,"[VAR 1002][VAR PKNICK(0000)] [VAR 1408(000A,0001)][VAR 0100(000A)] a déjà un clone !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] di [VAR 0100(000A)] ha già un sostituto!",[VAR PKNICK(0000)] von [VAR 0100(000A)] hat bereits einen Delegator!,¡El [VAR PKNICK(0000)] de [VAR 0100(000A)] ya tiene un sustituto!,그러나 [VAR 0100(000A)]의 [VAR PKNICK(0000)]의 대타는 이미 나와 있다.,しかし　[VAR 0100(000A)]の　[VAR PKNICK(0000)]の {身代|みが}わりは　すでに　でていた
The substitute took damage for [VAR PKNICK(0000)]!,"Le clone subit les dégâts à la place [VAR 1408(0000,0001)][VAR PKNICK(0000)] !",Il sostituto viene colpito al posto di [VAR PKNICK(0000)]!,Der Delegator steckt den Schlag für [VAR PKNICK(0000)] ein!,¡El sustituto recibe el ataque en lugar de [VAR PKNICK(0000)]!,[VAR PKNICK(0000)][VAR 1900(0002)] 대신하여 대타가 공격을 받았다!,[VAR PKNICK(0000)]に　かわって {身代|みが}わりが　{攻撃|こうげき}を　{受|う}けた！
The substitute took damage for the wild [VAR PKNICK(0000)]!,"Le clone subit les dégâts à la place [VAR 1002][VAR 1406(0000,0001)][VAR PKNICK(0000)] sauvage !","Il sostituto viene colpito al posto [VAR 1002][VAR 1504(0000,0001)][VAR PKNICK(0000)] selvatico!",Der Delegator steckt den Schlag für [VAR PKNICK(0000)] (wild) ein!,¡El sustituto recibe el ataque en lugar del [VAR PKNICK(0000)] salvaje!,야생 [VAR PKNICK(0000)][VAR 1900(0002)] 대신하여 대타가 공격을 받았다!,{野生|やせい}の　[VAR PKNICK(0000)]に　かわって {身代|みが}わりが　{攻撃|こうげき}を　{受|う}けた！
The substitute took damage for the opposing [VAR PKNICK(0000)]!,"Le clone subit les dégâts à la place [VAR 1002][VAR 1406(0000,0001)][VAR PKNICK(0000)] ennemi !","Il sostituto viene colpito al posto [VAR 1002][VAR 1504(0000,0001)][VAR PKNICK(0000)] avversario!",Der Delegator steckt den Schlag für [VAR PKNICK(0000)] (Gegner) ein!,¡El sustituto recibe el ataque en lugar del [VAR PKNICK(0000)] enemigo!,상대 [VAR PKNICK(0000)][VAR 1900(0002)] 대신하여 대타가 공격을 받았다!,{相手|あいて}の　[VAR PKNICK(0000)]に　かわって {身代|みが}わりが　{攻撃|こうげき}を　{受|う}けた！
The substitute took damage for [VAR 0100(000A)]’s [VAR PKNICK(0000)]!,"Le clone subit les dégâts à la place [VAR 1408(0000,0001)][VAR PKNICK(0000)] [VAR 1408(000A,0001)][VAR 0100(000A)] !","Il sostituto viene colpito al posto [VAR 1002][VAR 1504(0000,0001)][VAR PKNICK(0000)] di [VAR 0100(000A)]!",Der Delegator steckt den Schlag für [VAR PKNICK(0000)] von [VAR 0100(000A)] ein!,¡El sustituto recibe el ataque en lugar del [VAR PKNICK(0000)] de [VAR 0100(000A)]!,[VAR 0100(000A)]의 [VAR PKNICK(0000)][VAR 1900(0002)] 대신하여 대타가 공격을 받았다!,[VAR 0100(000A)]の　[VAR PKNICK(0000)]に　かわって {身代|みが}わりが　{攻撃|こうげき}を　{受|う}けた！
[VAR PKNICK(0000)]’s substitute faded!,"Le clone [VAR 1408(0000,0001)][VAR PKNICK(0000)] disparaît...",Il sostituto di [VAR PKNICK(0000)] svanisce!,Der Delegator von [VAR PKNICK(0000)] hört auf zu wirken!,¡El sustituto de [VAR PKNICK(0000)] ha desaparecido!,[VAR PKNICK(0000)]의 대타는 사라져 버렸다...,[VAR PKNICK(0000)]の {身代|みが}わりは　{消|き}えてしまった…
The wild [VAR PKNICK(0000)]’s substitute faded!,"Le clone [VAR 1002][VAR 1406(0000,0001)][VAR PKNICK(0000)] sauvage disparaît...","Il sostituto [VAR 1002][VAR 1504(0000,0001)][VAR PKNICK(0000)] selvatico svanisce!",Der Delegator von [VAR PKNICK(0000)] (wild) hört auf zu wirken!,¡El sustituto del [VAR PKNICK(0000)] salvaje ha desaparecido!,야생 [VAR PKNICK(0000)]의 대타는 사라져 버렸다...,{野生|やせい}の　[VAR PKNICK(0000)]の {身代|みが}わりは　{消|き}えてしまった…
The opposing [VAR PKNICK(0000)]’s substitute faded!,"Le clone [VAR 1002][VAR 1406(0000,0001)][VAR PKNICK(0000)] ennemi disparaît...","Il sostituto [VAR 1002][VAR 1504(0000,0001)][VAR PKNICK(0000)] avversario svanisce!",Der Delegator von [VAR PKNICK(0000)] (Gegner) hört auf zu wirken!,¡El sustituto del [VAR PKNICK(0000)] enemigo ha desaparecido!,상대 [VAR PKNICK(0000)]의 대타는 사라져 버렸다...,{相手|あいて}の　[VAR PKNICK(0000)]の {身代|みが}わりは　{消|き}えてしまった…
The substitute for [VAR 0100(000A)]’s [VAR PKNICK(0000)] faded!,"Le clone [VAR 1002][VAR 1408(0000,0001)][VAR PKNICK(0000)] [VAR 1408(000A,0001)][VAR 0100(000A)] disparaît...","Il sostituto [VAR 1002][VAR 1504(0000,0001)][VAR PKNICK(0000)] di [VAR 0100(000A)] svanisce!",Der Delegator von [VAR PKNICK(0000)] von [VAR 0100(000A)] hört auf zu wirken!,¡El sustituto del [VAR PKNICK(0000)] de [VAR 0100(000A)] ha desaparecido!,[VAR 0100(000A)]의 [VAR PKNICK(0000)]의 대타는 사라져 버렸다...,[VAR 0100(000A)]の　[VAR PKNICK(0000)]の {身代|みが}わりは　{消|き}えてしまった…
Wide Guard protected [VAR PKNICK(0000)]!,[VAR PKNICK(0000)] est protégé par la capacité Garde Large !,[VAR PKNICK(0000)] è protetto da Bodyguard!,[VAR PKNICK(0000)] wird durch Rundumschutz geschützt!,¡[VAR PKNICK(0000)] está protegido por Vasta Guardia!,[VAR PKNICK(0000)][VAR 1900(0002)] 와이드가드가 지켜 줬다!,[VAR PKNICK(0000)]は ワイドガードで　{守|まも}られた！
Wide Guard protected the wild [VAR PKNICK(0000)]!,"[VAR 1002][VAR 1401(0000,0001)][VAR PKNICK(0000)] sauvage est protégé par la capacité Garde Large !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] selvatico è protetto da Bodyguard!",[VAR PKNICK(0000)] (wild) wird durch Rundumschutz geschützt!,¡El [VAR PKNICK(0000)] salvaje está protegido por Vasta Guardia!,야생 [VAR PKNICK(0000)][VAR 1900(0002)] 와이드가드가 지켜 줬다!,{野生|やせい}の　[VAR PKNICK(0000)]は ワイドガードで　{守|まも}られた！
Wide Guard protected the opposing [VAR PKNICK(0000)]!,"[VAR 1002][VAR 1401(0000,0001)][VAR PKNICK(0000)] ennemi est protégé par la capacité Garde Large !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] avversario è protetto da Bodyguard!",[VAR PKNICK(0000)] (Gegner) wird durch Rundumschutz geschützt!,¡El [VAR PKNICK(0000)] enemigo está protegido por Vasta Guardia!,상대 [VAR PKNICK(0000)][VAR 1900(0002)] 와이드가드가 지켜 줬다!,{相手|あいて}の　[VAR PKNICK(0000)]は ワイドガードで　{守|まも}られた！
Wide Guard protected [VAR 0100(000A)]’s [VAR PKNICK(0000)]!,"[VAR PKNICK(0000)] [VAR 1408(000A,0001)][VAR 0100(000A)] est protégé par la capacité Garde Large !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] di [VAR 0100(000A)] è protetto da Bodyguard!",[VAR PKNICK(0000)] von [VAR 0100(000A)] wird durch Rundumschutz geschützt!,¡El [VAR PKNICK(0000)] de [VAR 0100(000A)] está protegido por Vasta Guardia!,[VAR 0100(000A)]의 [VAR PKNICK(0000)][VAR 1900(0002)] 와이드가드가 지켜 줬다!,[VAR 0100(000A)]の　[VAR PKNICK(0000)]は ワイドガードで　{守|まも}られた！
Quick Guard protected [VAR PKNICK(0000)]!,[VAR PKNICK(0000)] est protégé par la capacité Prévention !,[VAR PKNICK(0000)] è protetto da Anticipo!,[VAR PKNICK(0000)] wird durch Rapidschutz geschützt!,¡[VAR PKNICK(0000)] está protegido por Anticipo!,[VAR PKNICK(0000)][VAR 1900(0002)] 패스트가드가 지켜 줬다!,[VAR PKNICK(0000)]は ファストガードで　{守|まも}られた！
Quick Guard protected the wild [VAR PKNICK(0000)]!,"[VAR 1002][VAR 1401(0000,0001)][VAR PKNICK(0000)] sauvage est protégé par la capacité Prévention !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] selvatico è protetto da Anticipo!",[VAR PKNICK(0000)] (wild) wird durch Rapidschutz geschützt!,¡El [VAR PKNICK(0000)] salvaje está protegido por Anticipo!,야생 [VAR PKNICK(0000)][VAR 1900(0002)] 패스트가드가 지켜 줬다!,{野生|やせい}の　[VAR PKNICK(0000)]は ファストガードで　{守|まも}られた！
Quick Guard protected the opposing [VAR PKNICK(0000)]!,"[VAR 1002][VAR 1401(0000,0001)][VAR PKNICK(0000)] ennemi est protégé par la capacité Prévention !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] avversario è protetto da Anticipo!",[VAR PKNICK(0000)] (Gegner) wird durch Rapidschutz geschützt!,¡El [VAR PKNICK(0000)] enemigo está protegido por Anticipo!,상대 [VAR PKNICK(0000)][VAR 1900(0002)] 패스트가드가 지켜 줬다!,{相手|あいて}の　[VAR PKNICK(0000)]は ファストガードで　{守|まも}られた！
Quick Guard protected [VAR 0100(000A)]’s [VAR PKNICK(0000)]!,"[VAR PKNICK(0000)] [VAR 1408(000A,0001)][VAR 0100(000A)] est protégé par la capacité Prévention !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] di [VAR 0100(000A)] è protetto da Anticipo!",[VAR PKNICK(0000)] von [VAR 0100(000A)] wird durch Rapidschutz geschützt!,¡El [VAR PKNICK(0000)] de [VAR 0100(000A)] está protegido por Anticipo!,[VAR 0100(000A)]의 [VAR PKNICK(0000)][VAR 1900(0002)] 패스트가드가 지켜 줬다!,[VAR 0100(000A)]の　[VAR PKNICK(0000)]は ファストガードで　{守|まも}られた！
Crafty Shield protected [VAR PKNICK(0000)]!,[VAR PKNICK(0000)] est protégé par la capacité Vigilance !,[VAR PKNICK(0000)] è protetto da Truccodifesa!,[VAR PKNICK(0000)] wird durch Trickschutz geschützt!,¡[VAR PKNICK(0000)] está protegido por Truco Defensa!,[VAR PKNICK(0000)][VAR 1900(0002)] 트릭가드가 지켜 줬다!,[VAR PKNICK(0000)]は トリックガードで　{守|まも}られた！
Crafty Shield protected the wild [VAR PKNICK(0000)]!,"[VAR 1002][VAR 1401(0000,0001)][VAR PKNICK(0000)] sauvage est protégé par la capacité Vigilance !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] selvatico è protetto da Truccodifesa!",[VAR PKNICK(0000)] (wild) wird durch Trickschutz geschützt!,¡El [VAR PKNICK(0000)] salvaje está protegido por Truco Defensa!,야생 [VAR PKNICK(0000)][VAR 1900(0002)] 트릭가드가 지켜 줬다!,{野生|やせい}の　[VAR PKNICK(0000)]は トリックガードで　{守|まも}られた！
Crafty Shield protected the opposing [VAR PKNICK(0000)]!,"[VAR 1002][VAR 1401(0000,0001)][VAR PKNICK(0000)] ennemi est protégé par la capacité Vigilance !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] avversario è protetto da Truccodifesa!",[VAR PKNICK(0000)] (Gegner) wird durch Trickschutz geschützt!,¡El [VAR PKNICK(0000)] enemigo está protegido por Truco Defensa!,상대 [VAR PKNICK(0000)][VAR 1900(0002)] 트릭가드가 지켜 줬다!,{相手|あいて}の　[VAR PKNICK(0000)]は トリックガードで　{守|まも}られた！
Crafty Shield protected [VAR 0100(000A)]’s [VAR PKNICK(0000)]!,"[VAR PKNICK(0000)] [VAR 1408(000A,0001)][VAR 0100(000A)] est protégé par la capacité Vigilance !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] di [VAR 0100(000A)] è protetto da Truccodifesa!",[VAR PKNICK(0000)] von [VAR 0100(000A)] wird durch Trickschutz geschützt!,¡El [VAR PKNICK(0000)] de [VAR 0100(000A)] está protegido por Truco Defensa!,[VAR 0100(000A)]의 [VAR PKNICK(0000)][VAR 1900(0002)] 트릭가드가 지켜 줬다!,[VAR 0100(000A)]の　[VAR PKNICK(0000)]は トリックガードで　{守|まも}られた！
[VAR PKNICK(0000)] was squeezed by [VAR PKNICK(0001)]!,"[VAR PKNICK(0000)] est pris dans l’étreinte [VAR 1408(0001,0001)][VAR PKNICK(0001)] !",[VAR PKNICK(0001)] stritola [VAR PKNICK(0000)] con Legatutto!,[VAR PKNICK(0001)] setzt gegen [VAR PKNICK(0000)] Klammergriff ein!,¡La atadura de [VAR PKNICK(0001)] oprime a [VAR PKNICK(0000)]!,[VAR PKNICK(0000)][VAR 1900(0001)] [VAR PKNICK(0001)]에게 조이기를 당했다!,[VAR PKNICK(0000)]は [VAR PKNICK(0001)]に　{締|し}めつけられた！
[VAR PKNICK(0000)] was squeezed by the wild [VAR PKNICK(0001)]!,"[VAR PKNICK(0000)] est pris dans l’étreinte [VAR 1002][VAR 1406(0001,0001)][VAR PKNICK(0001)] sauvage !","[VAR 1002][VAR 1501(0001,0001)][VAR PKNICK(0001)] selvatico stritola [VAR PKNICK(0000)] con Legatutto!",[VAR PKNICK(0001)] (wild) setzt gegen [VAR PKNICK(0000)] Klammergriff ein!,¡La atadura del [VAR PKNICK(0001)] salvaje oprime a [VAR PKNICK(0000)]!,[VAR PKNICK(0000)][VAR 1900(0001)] 야생 [VAR PKNICK(0001)]에게 조이기를 당했다!,[VAR PKNICK(0000)]は {野生|やせい}の　[VAR PKNICK(0001)]に　{締|し}めつけられた！
[VAR PKNICK(0000)] was squeezed by the opposing [VAR PKNICK(0001)]!,"[VAR PKNICK(0000)] est pris dans l’étreinte [VAR 1002][VAR 1406(0001,0001)][VAR PKNICK(0001)] ennemi !","[VAR 1002][VAR 1501(0001,0001)][VAR PKNICK(0001)] avversario stritola [VAR PKNICK(0000)] con Legatutto!",[VAR PKNICK(0001)] (Gegner) setzt gegen [VAR PKNICK(0000)] Klammergriff ein!,¡La atadura del [VAR PKNICK(0001)] enemigo oprime a [VAR PKNICK(0000)]!,[VAR PKNICK(0000)][VAR 1900(0001)] 상대 [VAR PKNICK(0001)]에게 조이기를 당했다!,[VAR PKNICK(0000)]は {相手|あいて}の　[VAR PKNICK(0001)]に　{締|し}めつけられた！
[VAR PKNICK(0000)] was squeezed by [VAR 0100(000B)]’s [VAR PKNICK(0001)]!,"[VAR PKNICK(0000)] est pris dans l’étreinte [VAR 1002][VAR 1408(0001,0001)][VAR PKNICK(0001)] [VAR 1408(000B,0001)][VAR 0100(000B)] !","[VAR 1002][VAR 1501(0001,0001)][VAR PKNICK(0001)] di [VAR 0100(000B)] stritola [VAR PKNICK(0000)] con Legatutto!",[VAR PKNICK(0001)] von [VAR 0100(000B)] setzt gegen [VAR PKNICK(0000)] Klammergriff ein!,¡La atadura del [VAR PKNICK(0001)] de [VAR 0100(000B)] oprime a [VAR PKNICK(0000)]!,[VAR PKNICK(0000)][VAR 1900(0001)] [VAR 0100(000B)]의 [VAR PKNICK(0001)]에게 조이기를 당했다!,[VAR PKNICK(0000)]は [VAR 0100(000B)]の　[VAR PKNICK(0001)]に　{締|し}めつけられた！
The wild [VAR PKNICK(0000)] was squeezed by [VAR PKNICK(0001)]!,"[VAR 1002][VAR 1401(0000,0001)][VAR PKNICK(0000)] sauvage est pris dans l’étreinte [VAR 1408(0001,0001)][VAR PKNICK(0001)] !","[VAR PKNICK(0001)] stritola [VAR 1002][VAR 1500(0000,0001)][VAR PKNICK(0000)] selvatico con Legatutto!",[VAR PKNICK(0001)] setzt gegen [VAR PKNICK(0000)] (wild) Klammergriff ein!,¡La atadura de [VAR PKNICK(0001)] oprime al [VAR PKNICK(0000)] salvaje!,야생 [VAR PKNICK(0000)][VAR 1900(0001)] [VAR PKNICK(0001)]에게 조이기를 당했다!,{野生|やせい}の　[VAR PKNICK(0000)]は [VAR PKNICK(0001)]に　{締|し}めつけられた！
