fr,en
":[name=Palbolsky]:C'est l'un des Pokémon Éon. Tu l'as affronté pendant ce combat, et je sens qu'il sera bien avec toi. L'autre Pokémon Eon a apparemment été aperçu sur l'Île, peut-être l'as-tu déjà rencontré ?",":[name=Palbolsky]:It's one of the Eon Pokémon. You fought it during the battle, and I feel it'll be fine with you. The other Eon Pokémon was sighted on the Island, apparently, maybe you already encountered it?"
":[name=Palbolsky]:*soupir*... Merci pour ce match, je ne m'étais pas autant amusé depuis longtemps ! N'hésite pas à revenir m'affronter à l'occasion !",":[name=Palbolsky]:*sigh*... Thanks for this match, it was a minute since I had this much fun! Don't hesitate to come fight me again some time!"
":[name=Palbolsky]:Bien joué, \N[1], encore une belle victoire à ton actif !",":[name=Palbolsky]:Well done, \N[1], another fine victory to your credit!"
:[name=[NAME]]:La victoire revient à Palbolsky !,:[name=[NAME]]:Victory goes to Palbolsky!
:[name=[NAME]]:Je vais soigner vos équipes pour que vous n'ayez pas à le faire.,:[name=[NAME]]:I will heal your Pokémon so you won't have to.
":[name=[NAME]]:Merci à tous d'être venus pour assister à ce match, on espère vous voir pour les prochains !",":[name=[NAME]]:Thanks for coming to this match, we hope to see you for the next ones!"
Une voix résonne dans votre tête...,A voice resonates in your mind...
"""Cette porte ne sert à rien et est juste là pour faire joli.""","""This door serves no purpose and is there just to look pretty."""
":[name=???,3]:Ooooooooh ! Le Pokémon du challenger est tombé KO ! Il ne lui reste plus qu'un Pokémon en état de combattre, et son adversaire est déjà sur le dernier membre de son équipe !",":[name=???,3]:Ooooooooh! The challenger's Pokémon is KO! He only has one Pokémon left, and his opponent is already on her last Pokémon! "
":[name=???,3]:Qui va donc gagner ce match au dénouement incertain ?!",":[name=???,3]:Who's going to win this match with an uncertain outcome?!"
":[name=???,5]:Gallame, utilise Coupe Psycho !",":[name=???,5]:Gallade, use Psycho Cut!"
":[name=???,1]:Rattatac, utilise Vitesse Extrême !",":[name=???,1]:Raticate, use Extreme Speed!"
":[name=???,5]:Vitesse Extrême ?! Comment est-ce possible ?!",":[name=???,5]:Extreme Speed?! How is it possible?!"
":[name=???,1]:Tu ne t'y attendais pas, mais mon Rattatac est le plus rapide des Rattatac ! Un Rattatac de top niveau !",":[name=???,1]:You weren't expecting that, but my Raticate is the fastest Raticate! A top-level Raticate!"
":[name=???,5]:Je vois, dans ce cas, je me vois dans l'obligation de finir ce combat au plus vite !",":[name=???,5]:I see, in this case, I feel obliged to end this battle as quickly as possible!"
":[name=???,5]:Gallame, utilise Psyko et aplatit ce rongeur !",":[name=???,5]:Gallade, use Psychic and flatten this rodent!"
":[name=???,1]:Rattatac, non !",":[name=???,1]:Raticate, no!"
":[name=???,5]:Désolé, mais c'est trop tard ! Gallame, fais le s'écraser sur le sol !",":[name=???,5]:Sorry, but it's already too late! Gallade, make it crash to the ground!"
":[name=???,1]:Nooooooooooooon !",":[name=???,1]:Noooooooooooooo!"
":[name=???,3]:Ce match est maintenant terminé ! Il nous aura tous tenu en haleine, mais je suis fier de pouvoir vous présenter le vainqueur de ce match...",":[name=???,3]:This match is now over! It kept us all on our toes, but I'm proud to announce you the victor of this match..."
":[name=???,3]:Veuillez applaudir notre grande gagnante de ce match !",":[name=???,3]:Please applaud the grand winner!"
":[name=???,3]:Quant à moi, je vous retrouve prochainement pour affronter notre prochain challenger ! D'ici là, entrainez-vous, devenez meilleur, et gagnez votre place pour tenter de me vaincre !",":[name=???,3]:As for me, I will see you soon to face the next challenger! Until then, train, become better, and win your place to try to best me!"
":[name=???]:Encore un combat rondement mené ! Maintenant, j'espère que notre prochain\E challenger ne s'est pas perdu\E...",":[name=???]:Another battle well fought! Now, I hope our next challenger aren't lost..."
:[name=???]:Hmm..?,:[name=???]:Hmm..?
:[name=???]:Quand on parle du loup !,:[name=???]:Speak of the devil!
":[name=???]:Excuse-moi de te déranger, mais tu ne serais pas la personne récemment arrivée sur l'Île, par hasard ?",":[name=???]:Sorry to bother you, but are you the recently arrived newcomer of the Island, by any chance?"
:[name=???]:Ça m'a tout l'air d'être le cas !,":[name=???]:To me, it's seems like it's the case!"
":[name=Palbolsky]:Je me présente, je suis Palbolsky, mais SirMalo a dû te parler un peu de moi déjà.",":[name=Palbolsky]:Let me introduce myself: I am Palbolsky, I believe SirMalo talked to you about me already."
":[name=Palbolsky]:Je suis le responsable de l'Arène de Combat, une salle dédiée à l'apprentissage du combat Pokémon et des diverses manières d'en mettre en place.",":[name=Palbolsky]:I'm the manager of the Battle Arena, a room dedicated to learning Pokémon battles and the diverse ways to setup one."
":[name=Palbolsky]:Et, à moins que je ne me trompe et que tu n'en aies rien à faire, je possède l'une des Pierres Insolites que tu cherches !",":[name=Palbolsky]:And, unless I'm mistaken and you don't care about that, I possess one of the Intriguing Stones you seek!"
":[name=Palbolsky]:Je ne compte pas te la donner comme ça, tu te doutes bien... C'est pourquoi je te propose un petit défi.",":[name=Palbolsky]:I don't intend to give it to you like that, you can imagine... That is why I propose you a little challenge."
":[name=Palbolsky]:La console à côté du PC permet de ""commander"" un combat contre l'un de mes apprentis. Bats-les tous, et je te laisserai me défier avec en jeu ma Pierre Insolite !",":[name=Palbolsky]:The console aside of the PC allows us to ""order"" a battle against one of my apprentices. Beat them all, and I'll let you challenge me with my Intriguing Stone in play!"
":[name=Palbolsky]:Je ne suis pas pressé, donc prends ton temps pour apprendre correctement ! Bon courage pour tes futurs combats !",":[name=Palbolsky]:I'm in no hurry, so take your time to correctly learn! Good luck for future battles!"
":[name=Palbolsky]:Oh et tiens, avant que je n'oublie !",":[name=Palbolsky]:Before I forget, I want to give this to you!"
":[name=Palbolsky]:Si tu as un Pokémon à faire méga-évoluer, tu le pourras avec cet objet !",":[name=Palbolsky]:If you have a Pokémon to Mega Evolve, you'll be able to with this item!"
":[name=Palbolsky]:Pour information, n'importe quel objet ""Méga"" suffit. Donc tu peux aussi utiliser les Méga-Lunettes, par exemple !",":[name=Palbolsky]:For the info, any ""Mega"" item does the trick. So you can even use the Mega-Glasses , for example!"
":[name=Palbolsky]:Sur ce, je vais aller me reposer les cordes vocales, faire l'arbitre et le présentateur en même temps ça use...",":[name=Palbolsky]:You'll excuse me, I have to go rest my vocal cords. Endosing the role of the referee and the announcer is tiring..."
:[name=Palbolsky]:Cela faisait longtemps que je n\'avais pas été aussi excité par un combat !,:[name=Palbolsky]:It's been a minute since I was this excited for a battle!
":[name=Palbolsky]:Écoute, même la foule est en délire !",":[name=Palbolsky]:Listen, even the crowd can't contain its excitement!"
":[name=Foule]:Allez, [PLAYER], tu peux le faire !",":[name=Palbolsky]:Come on [PLAYER], you can do it!"
":[name=Foule]:[PLAYER], on est tous avec toi, bats Palbolsky !",":[name=Palbolsky]:[PLAYER], we're all with you, beat Palbolsky!"
Vous sentez que la foule vous donne de la force ! Vos Pokémon sont plus forts sous l'effet des encouragements !,:[name=Palbolsky]:You feel the crowd giving you strength! Your Pokémon are stronger under the influence of the cheerings!
:[name=Palbolsky]:C'est bien la première fois que la foule veut me voir perdre... Cela me donne encore plus envie de te vaincre !,:[name=Palbolsky]:It might be the first time the crowd wants to see me lose... I want to defeat you even more thanks to them!
":[name=Palbolsky]:Je te présente mon premier Pokémon, qui fut aussi mon premier compagnon... Il risque certainement de te donner du fil à retordre !",:[name=Palbolsky]:I present you my very first Pokémon and partner... I think it's going to give a hard time!
":[name=Palbolsky]:Une attaque rondement menée, on voit que tu as l'habitude de cibler les faiblesses adverses !",:[name=Palbolsky]:A very well executed move! It's clear that you're experienced in targetting your opponents' weaknesses!
":[name=Palbolsky]:Ouille, ça a fait un max de dégâts ça !",":[name=Palbolsky]:Oof, that's a lot of damage!"
":[name=Palbolsky]:Tu me pousses dans mes derniers retranchements, mais je ne compte pas abandonner pour autant !",":[name=Palbolsky]:You're pushing me to my limits, but I'm not going to give up just yet!"
Combat solo,Solo battle
Combat solo avec équipe limitée,Solo battle with limited team
Combat duo,Double battle
Combat seul contre deux,One versus two battle
Combat avec allié contre un,Two versus one battle
Combat avec allié contre deux,Two versus two battle
Combat scripté,Scripted battle
Combattre Palbolsky,Battle Palbolsky
Quitter,Exit
